period,stay_date,iso_year,iso_week,month,day_of_week,season,is_holiday_period,is_weekend,previous_occupancy,rolling_7_day_occupancy,known_reservations_30d_before,known_guest_count_30d_before,known_average_nights_30d_before,occupied_accommodations,active_reservations,guests_on_site,average_nights,occupancy_rate
2023-W47-D2,2023-11-22,2023,47,11,2,3,0,0,5.0,4.0476190476190474,42,142.79999999999998,4.8,8.0,8.0,24.0,4.625,6.666666666666667
2023-W47-D3,2023-11-23,2023,47,11,3,3,0,0,6.666666666666667,4.523809523809524,42,142.79999999999998,4.8,9.0,9.0,27.0,4.666666666666667,7.5
2023-W47-D4,2023-11-24,2023,47,11,4,3,0,1,7.5,5.238095238095238,42,142.79999999999998,4.8,8.0,8.0,17.0,5.0,6.666666666666667
2023-W47-D5,2023-11-25,2023,47,11,5,3,0,1,6.666666666666667,5.833333333333333,42,142.79999999999998,4.8,6.0,6.0,16.0,4.666666666666667,5.0
2023-W47-D6,2023-11-26,2023,47,11,6,3,0,0,5.0,5.952380952380952,42,142.79999999999998,4.8,10.0,10.0,29.0,4.9,8.333333333333332
2023-W48-D0,2023-11-27,2023,48,11,0,3,0,0,8.333333333333332,6.309523809523809,42,142.79999999999998,4.8,10.0,10.0,29.0,4.8,8.333333333333332
2023-W48-D1,2023-11-28,2023,48,11,1,3,0,0,8.333333333333332,6.785714285714286,42,142.79999999999998,4.8,5.0,5.0,15.0,5.8,4.166666666666666
2023-W48-D2,2023-11-29,2023,48,11,2,3,0,0,4.166666666666666,6.666666666666666,42,142.79999999999998,4.8,8.0,8.0,23.0,4.25,6.666666666666667
2023-W48-D3,2023-11-30,2023,48,11,3,3,0,0,6.666666666666667,6.666666666666666,42,142.79999999999998,4.8,7.0,7.0,20.0,4.428571428571429,5.833333333333333
2023-W48-D4,2023-12-01,2023,48,12,4,0,0,1,5.833333333333333,6.428571428571429,42,142.79999999999998,4.8,11.0,11.0,29.0,4.0,9.166666666666666
2023-W48-D5,2023-12-02,2023,48,12,5,0,0,1,9.166666666666666,6.785714285714286,42,142.79999999999998,4.8,14.0,14.0,37.0,3.5714285714285716,11.666666666666666
2023-W48-D6,2023-12-03,2023,48,12,6,0,0,0,11.666666666666666,7.738095238095238,42,142.79999999999998,4.8,12.0,12.0,29.0,3.5833333333333335,10.0
2023-W49-D0,2023-12-04,2023,49,12,0,0,0,0,10.0,7.976190476190475,42,142.79999999999998,4.8,11.0,11.0,33.0,3.909090909090909,9.166666666666666
2023-W49-D1,2023-12-05,2023,49,12,1,0,0,0,9.166666666666666,8.095238095238097,42,142.79999999999998,4.8,14.0,14.0,44.0,3.642857142857143,11.666666666666666
2023-W49-D2,2023-12-06,2023,49,12,2,0,0,0,11.666666666666666,9.166666666666666,42,142.79999999999998,4.8,19.0,19.0,65.0,4.0,15.833333333333332
2023-W49-D3,2023-12-07,2023,49,12,3,0,0,0,15.833333333333332,10.476190476190476,42,142.79999999999998,4.8,20.0,20.0,69.0,4.15,16.666666666666664
2023-W49-D4,2023-12-08,2023,49,12,4,0,0,1,16.666666666666664,12.023809523809522,42,142.79999999999998,4.8,22.0,22.0,77.0,3.863636363636364,18.333333333333332
2023-W49-D5,2023-12-09,2023,49,12,5,0,0,1,18.333333333333332,13.333333333333332,42,142.79999999999998,4.8,22.0,22.0,61.0,4.0,18.333333333333332
2023-W49-D6,2023-12-10,2023,49,12,6,0,0,0,18.333333333333332,14.285714285714285,42,142.79999999999998,4.8,20.0,20.0,57.0,4.1,16.666666666666664
2023-W50-D0,2023-12-11,2023,50,12,0,0,0,0,16.666666666666664,15.238095238095235,42,142.79999999999998,4.8,15.0,15.0,43.0,4.733333333333333,12.5
2023-W50-D1,2023-12-12,2023,50,12,1,0,0,0,12.5,15.714285714285714,42,142.79999999999998,4.8,13.0,13.0,35.0,4.846153846153846,10.833333333333334
2023-W50-D2,2023-12-13,2023,50,12,2,0,0,0,10.833333333333334,15.595238095238091,42,142.79999999999998,4.8,12.0,12.0,28.0,4.666666666666667,10.0
2023-W50-D3,2023-12-14,2023,50,12,3,0,0,0,10.0,14.76190476190476,42,142.79999999999998,4.8,9.0,9.0,19.0,6.111111111111111,7.5
2023-W50-D4,2023-12-15,2023,50,12,4,0,0,1,7.5,13.45238095238095,42,142.79999999999998,4.8,10.0,10.0,20.0,5.7,8.333333333333332
2023-W50-D5,2023-12-16,2023,50,12,5,0,0,1,8.333333333333332,12.023809523809522,42,142.79999999999998,4.8,10.0,10.0,17.0,5.3,8.333333333333332
2023-W50-D6,2023-12-17,2023,50,12,6,0,0,0,8.333333333333332,10.595238095238091,42,142.79999999999998,4.8,13.0,13.0,25.0,4.923076923076923,10.833333333333334
2023-W51-D0,2023-12-18,2023,51,12,0,0,0,0,10.833333333333334,9.76190476190476,42,142.79999999999998,4.8,13.0,13.0,31.0,4.461538461538462,10.833333333333334
2023-W51-D1,2023-12-19,2023,51,12,1,0,0,0,10.833333333333334,9.523809523809524,42,142.79999999999998,4.8,13.0,13.0,35.0,5.0,10.833333333333334
2023-W51-D2,2023-12-20,2023,51,12,2,0,1,0,10.833333333333334,9.523809523809522,42,142.79999999999998,4.8,17.0,17.0,52.0,5.529411764705882,14.166666666666666
2023-W51-D3,2023-12-21,2023,51,12,3,0,1,0,14.166666666666666,10.11904761904762,42,142.79999999999998,4.8,16.0,16.0,46.0,5.4375,13.333333333333334
2023-W51-D4,2023-12-22,2023,51,12,4,0,1,1,13.333333333333334,10.95238095238095,42,142.79999999999998,4.8,18.0,18.0,48.0,6.666666666666667,15.0
2023-W51-D5,2023-12-23,2023,51,12,5,0,1,1,15.0,11.904761904761909,42,142.79999999999998,4.8,21.0,21.0,48.0,6.809523809523809,17.5
2023-W51-D6,2023-12-24,2023,51,12,6,0,1,0,17.5,13.214285714285714,42,142.79999999999998,4.8,23.0,23.0,52.0,6.826086956521739,19.166666666666668
2023-W52-D0,2023-12-25,2023,52,12,0,0,1,0,19.166666666666668,14.404761904761903,42,142.79999999999998,4.8,25.0,25.0,64.0,7.0,20.833333333333336
2023-W52-D1,2023-12-26,2023,52,12,1,0,1,0,20.833333333333336,15.833333333333334,42,142.79999999999998,4.8,27.0,27.0,80.0,7.2592592592592595,22.5
2023-W52-D2,2023-12-27,2023,52,12,2,0,1,0,22.5,17.5,42,142.79999999999998,4.8,25.0,25.0,73.0,7.4,20.833333333333336
2023-W52-D3,2023-12-28,2023,52,12,3,0,1,0,20.833333333333336,18.452380952380956,42,142.79999999999998,4.8,31.0,31.0,100.0,6.935483870967742,25.833333333333336
2023-W52-D4,2023-12-29,2023,52,12,4,0,1,1,25.833333333333336,20.238095238095237,42,142.79999999999998,4.8,36.0,36.0,124.0,7.0,30.0
2023-W52-D5,2023-12-30,2023,52,12,5,0,1,1,30.0,22.38095238095238,42,142.79999999999998,4.8,34.0,34.0,116.0,7.176470588235294,28.333333333333332
2023-W52-D6,2023-12-31,2023,52,12,6,0,1,0,28.333333333333332,23.928571428571427,42,142.79999999999998,4.8,33.0,33.0,116.0,7.454545454545454,27.500000000000004
2024-W01-D0,2024-01-01,2024,1,1,0,0,1,0,27.500000000000004,25.11904761904762,42,142.79999999999998,4.8,27.0,27.0,101.0,7.407407407407407,22.5
2024-W01-D1,2024-01-02,2024,1,1,1,0,1,0,22.5,25.357142857142858,42,142.79999999999998,4.8,26.0,26.0,100.0,7.653846153846154,21.666666666666668
2024-W01-D2,2024-01-03,2024,1,1,2,0,1,0,21.666666666666668,25.23809523809524,42,142.79999999999998,4.8,23.0,23.0,91.0,7.826086956521739,19.166666666666668
2024-W01-D3,2024-01-04,2024,1,1,3,0,1,0,19.166666666666668,25.0,42,142.79999999999998,4.8,18.0,18.0,65.0,8.166666666666666,15.0
2024-W01-D4,2024-01-05,2024,1,1,4,0,1,1,15.0,23.452380952380956,42,142.79999999999998,4.8,10.0,10.0,30.0,9.4,8.333333333333332
2024-W01-D5,2024-01-06,2024,1,1,5,0,0,1,8.333333333333332,20.357142857142858,42,142.79999999999998,4.8,9.0,9.0,27.0,9.333333333333334,7.5
2024-W01-D6,2024-01-07,2024,1,1,6,0,0,0,7.5,17.380952380952383,42,142.79999999999998,4.8,10.0,10.0,30.0,8.9,8.333333333333332
2024-W02-D0,2024-01-08,2024,2,1,0,0,0,0,8.333333333333332,14.642857142857142,42,142.79999999999998,4.8,11.0,11.0,31.0,8.545454545454545,9.166666666666666
2024-W02-D1,2024-01-09,2024,2,1,1,0,0,0,9.166666666666666,12.73809523809524,42,142.79999999999998,4.8,9.0,9.0,21.0,7.333333333333333,7.5
2024-W02-D2,2024-01-10,2024,2,1,2,0,0,0,7.5,10.714285714285714,42,142.79999999999998,4.8,8.0,8.0,19.0,6.5,6.666666666666667
2024-W02-D3,2024-01-11,2024,2,1,3,0,0,0,6.666666666666667,8.928571428571427,42,142.79999999999998,4.8,6.0,6.0,16.0,6.333333333333333,5.0
2024-W02-D4,2024-01-12,2024,2,1,4,0,0,1,5.0,7.5,42,142.79999999999998,4.8,4.0,4.0,10.0,7.5,3.3333333333333335
2024-W02-D5,2024-01-13,2024,2,1,5,0,0,1,3.3333333333333335,6.785714285714286,42,142.79999999999998,4.8,4.0,4.0,13.0,7.25,3.3333333333333335
2024-W02-D6,2024-01-14,2024,2,1,6,0,0,0,3.3333333333333335,6.19047619047619,42,142.79999999999998,4.8,4.0,4.0,17.0,7.5,3.3333333333333335
2024-W03-D0,2024-01-15,2024,3,1,0,0,0,0,3.3333333333333335,5.476190476190476,42,142.79999999999998,4.8,6.0,6.0,24.0,6.0,5.0
2024-W03-D1,2024-01-16,2024,3,1,1,0,0,0,5.0,4.8809523809523805,42,142.79999999999998,4.8,5.0,5.0,21.0,4.4,4.166666666666666
2024-W03-D2,2024-01-17,2024,3,1,2,0,0,0,4.166666666666666,4.404761904761904,42,142.79999999999998,4.8,2.0,2.0,11.0,4.5,1.6666666666666667
2024-W03-D3,2024-01-18,2024,3,1,3,0,0,0,1.6666666666666667,3.6904761904761902,42,142.79999999999998,4.8,3.0,3.0,18.0,4.333333333333333,2.5
2024-W03-D4,2024-01-19,2024,3,1,4,0,0,1,2.5,3.3333333333333335,42,142.79999999999998,4.8,2.0,2.0,11.0,3.0,1.6666666666666667
2024-W03-D5,2024-01-20,2024,3,1,5,0,0,1,1.6666666666666667,3.095238095238095,42,142.79999999999998,4.8,3.0,3.0,12.0,3.0,2.5
2024-W03-D6,2024-01-21,2024,3,1,6,0,0,0,2.5,2.9761904761904767,42,142.79999999999998,4.8,3.0,3.0,12.0,3.6666666666666665,2.5
2024-W04-D0,2024-01-22,2024,4,1,0,0,0,0,2.5,2.857142857142857,42,142.79999999999998,4.8,2.0,2.0,5.0,3.5,1.6666666666666667
2024-W04-D1,2024-01-23,2024,4,1,1,0,0,0,1.6666666666666667,2.380952380952381,42,142.79999999999998,4.8,1.0,1.0,4.0,4.0,0.8333333333333334
2024-W04-D2,2024-01-24,2024,4,1,2,0,0,0,0.8333333333333334,1.9047619047619049,42,142.79999999999998,4.8,1.0,1.0,4.0,4.0,0.8333333333333334
2024-W04-D3,2024-01-25,2024,4,1,3,0,0,0,0.8333333333333334,1.785714285714286,42,142.79999999999998,4.8,2.0,2.0,6.0,4.5,1.6666666666666667
2024-W04-D4,2024-01-26,2024,4,1,4,0,0,1,1.6666666666666667,1.6666666666666663,42,142.79999999999998,4.8,5.0,5.0,16.0,4.2,4.166666666666666
2024-W04-D5,2024-01-27,2024,4,1,5,0,0,1,4.166666666666666,2.0238095238095237,42,142.79999999999998,4.8,10.0,10.0,28.0,3.8,8.333333333333332
2024-W04-D6,2024-01-28,2024,4,1,6,0,0,0,8.333333333333332,2.857142857142857,42,142.79999999999998,4.8,11.0,11.0,32.0,3.8181818181818183,9.166666666666666
2024-W05-D0,2024-01-29,2024,5,1,0,0,0,0,9.166666666666666,3.8095238095238098,42,142.79999999999998,4.8,8.0,8.0,25.0,4.25,6.666666666666667
2024-W05-D1,2024-01-30,2024,5,1,1,0,0,0,6.666666666666667,4.523809523809524,42,142.79999999999998,4.8,4.0,4.0,11.0,4.25,3.3333333333333335
2024-W05-D2,2024-01-31,2024,5,1,2,0,0,0,3.3333333333333335,4.8809523809523805,42,142.79999999999998,4.8,2.0,2.0,8.0,4.5,1.6666666666666667
2024-W05-D3,2024-02-01,2024,5,2,3,0,0,0,1.6666666666666667,4.999999999999999,42,142.79999999999998,4.8,1.0,1.0,2.0,7.0,0.8333333333333334
2024-W05-D4,2024-02-02,2024,5,2,4,0,0,1,0.8333333333333334,4.8809523809523805,42,142.79999999999998,4.8,2.0,2.0,9.0,4.5,1.6666666666666667
2024-W05-D5,2024-02-03,2024,5,2,5,0,0,1,1.6666666666666667,4.523809523809524,42,142.79999999999998,4.8,3.0,3.0,11.0,4.0,2.5
2024-W05-D6,2024-02-04,2024,5,2,6,0,0,0,2.5,3.6904761904761902,42,142.79999999999998,4.8,3.0,3.0,5.0,5.0,2.5
2024-W06-D0,2024-02-05,2024,6,2,0,0,0,0,2.5,2.738095238095238,42,142.79999999999998,4.8,3.0,3.0,5.0,5.0,2.5
2024-W06-D1,2024-02-06,2024,6,2,1,0,0,0,2.5,2.142857142857143,42,142.79999999999998,4.8,3.0,3.0,7.0,6.333333333333333,2.5
2024-W06-D2,2024-02-07,2024,6,2,2,0,0,0,2.5,2.023809523809524,42,142.79999999999998,4.8,4.0,4.0,10.0,5.75,3.3333333333333335
2024-W06-D3,2024-02-08,2024,6,2,3,0,0,0,3.3333333333333335,2.261904761904762,42,142.79999999999998,4.8,4.0,4.0,12.0,5.0,3.3333333333333335
2024-W06-D4,2024-02-09,2024,6,2,4,0,0,1,3.3333333333333335,2.6190476190476195,42,142.79999999999998,4.8,6.0,6.0,19.0,4.166666666666667,5.0
2024-W06-D5,2024-02-10,2024,6,2,5,0,0,1,5.0,3.095238095238095,42,142.79999999999998,4.8,7.0,7.0,21.0,4.142857142857143,5.833333333333333
2024-W06-D6,2024-02-11,2024,6,2,6,0,0,0,5.833333333333333,3.5714285714285716,42,142.79999999999998,4.8,5.0,5.0,13.0,4.6,4.166666666666666
2024-W07-D0,2024-02-12,2024,7,2,0,0,0,0,4.166666666666666,3.8095238095238098,42,142.79999999999998,4.8,6.0,6.0,15.0,4.333333333333333,5.0
2024-W07-D1,2024-02-13,2024,7,2,1,0,0,0,5.0,4.166666666666666,42,142.79999999999998,4.8,6.0,6.0,15.0,3.8333333333333335,5.0
2024-W07-D2,2024-02-14,2024,7,2,2,0,0,0,5.0,4.523809523809524,42,142.79999999999998,4.8,3.0,3.0,9.0,4.0,2.5
2024-W07-D3,2024-02-15,2024,7,2,3,0,0,0,2.5,4.404761904761904,42,142.79999999999998,4.8,4.0,4.0,10.0,4.0,3.3333333333333335
2024-W07-D4,2024-02-16,2024,7,2,4,0,0,1,3.3333333333333335,4.404761904761904,42,142.79999999999998,4.8,2.0,2.0,5.0,4.0,1.6666666666666667
2024-W07-D5,2024-02-17,2024,7,2,5,0,0,1,1.6666666666666667,3.928571428571429,42,142.79999999999998,4.8,6.0,6.0,10.0,4.0,5.0
2024-W07-D6,2024-02-18,2024,7,2,6,0,0,0,5.0,3.8095238095238098,42,142.79999999999998,4.8,7.0,7.0,13.0,3.7142857142857144,5.833333333333333
2024-W08-D0,2024-02-19,2024,8,2,0,0,0,0,5.833333333333333,4.047619047619048,42,142.79999999999998,4.8,7.0,7.0,17.0,4.0,5.833333333333333
2024-W08-D1,2024-02-20,2024,8,2,1,0,0,0,5.833333333333333,4.166666666666667,42,142.79999999999998,4.8,7.0,7.0,16.0,4.285714285714286,5.833333333333333
2024-W08-D2,2024-02-21,2024,8,2,2,0,0,0,5.833333333333333,4.285714285714286,42,142.79999999999998,4.8,10.0,10.0,22.0,4.3,8.333333333333332
2024-W08-D3,2024-02-22,2024,8,2,3,0,0,0,8.333333333333332,5.119047619047619,42,142.79999999999998,4.8,7.0,7.0,16.0,4.0,5.833333333333333
2024-W08-D4,2024-02-23,2024,8,2,4,0,0,1,5.833333333333333,5.476190476190475,42,142.79999999999998,4.8,6.0,6.0,14.0,4.5,5.0
2024-W08-D5,2024-02-24,2024,8,2,5,0,0,1,5.0,5.952380952380952,42,142.79999999999998,4.8,6.0,6.0,14.0,4.166666666666667,5.0
2024-W08-D6,2024-02-25,2024,8,2,6,0,0,0,5.0,5.952380952380952,42,142.79999999999998,4.8,5.0,5.0,9.0,4.8,4.166666666666666
2024-W09-D0,2024-02-26,2024,9,2,0,0,0,0,4.166666666666666,5.7142857142857135,42,142.79999999999998,4.8,3.0,3.0,6.0,6.333333333333333,2.5
2024-W09-D1,2024-02-27,2024,9,2,1,0,0,0,2.5,5.238095238095238,42,142.79999999999998,4.8,4.0,4.0,8.0,5.5,3.3333333333333335
2024-W09-D2,2024-02-28,2024,9,2,2,0,0,0,3.3333333333333335,4.8809523809523805,42,142.79999999999998,4.8,5.0,5.0,13.0,5.2,4.166666666666666
2024-W09-D3,2024-02-29,2024,9,2,3,0,0,0,4.166666666666666,4.285714285714286,42,142.79999999999998,4.8,5.0,5.0,13.0,5.2,4.166666666666666
2024-W09-D4,2024-03-01,2024,9,3,4,1,0,1,4.166666666666666,4.0476190476190474,42,142.79999999999998,4.8,6.0,6.0,11.0,3.6666666666666665,5.0
2024-W09-D5,2024-03-02,2024,9,3,5,1,0,1,5.0,4.0476190476190474,42,142.79999999999998,4.8,8.0,8.0,16.0,3.25,6.666666666666667
2024-W09-D6,2024-03-03,2024,9,3,6,1,0,0,6.666666666666667,4.285714285714286,42,142.79999999999998,4.8,5.0,5.0,10.0,3.6,4.166666666666666
2024-W10-D0,2024-03-04,2024,10,3,0,1,0,0,4.166666666666666,4.285714285714286,42,142.79999999999998,4.8,3.0,3.0,6.0,5.0,2.5
2024-W10-D1,2024-03-05,2024,10,3,1,1,0,0,2.5,4.285714285714286,42,142.79999999999998,4.8,2.0,2.0,5.0,5.5,1.6666666666666667
2024-W10-D2,2024-03-06,2024,10,3,2,1,0,0,1.6666666666666667,4.0476190476190474,42,142.79999999999998,4.8,4.0,4.0,11.0,4.25,3.3333333333333335
2024-W10-D3,2024-03-07,2024,10,3,3,1,0,0,3.3333333333333335,3.928571428571428,42,142.79999999999998,4.8,8.0,8.0,19.0,4.0,6.666666666666667
2024-W10-D4,2024-03-08,2024,10,3,4,1,0,1,6.666666666666667,4.285714285714286,42,142.79999999999998,4.8,8.0,8.0,17.0,3.875,6.666666666666667
2024-W10-D5,2024-03-09,2024,10,3,5,1,0,1,6.666666666666667,4.523809523809524,42,142.79999999999998,4.8,11.0,11.0,30.0,3.5454545454545454,9.166666666666666
2024-W10-D6,2024-03-10,2024,10,3,6,1,0,0,9.166666666666666,4.8809523809523805,42,142.79999999999998,4.8,7.0,7.0,21.0,3.857142857142857,5.833333333333333
2024-W11-D0,2024-03-11,2024,11,3,0,1,0,0,5.833333333333333,5.1190476190476195,42,142.79999999999998,4.8,8.0,8.0,26.0,4.25,6.666666666666667
2024-W11-D1,2024-03-12,2024,11,3,1,1,0,0,6.666666666666667,5.714285714285714,42,142.79999999999998,4.8,8.0,8.0,21.0,4.0,6.666666666666667
2024-W11-D2,2024-03-13,2024,11,3,2,1,0,0,6.666666666666667,6.428571428571429,42,142.79999999999998,4.8,10.0,10.0,28.0,4.0,8.333333333333332
2024-W11-D3,2024-03-14,2024,11,3,3,1,0,0,8.333333333333332,7.142857142857143,42,142.79999999999998,4.8,9.0,9.0,26.0,4.222222222222222,7.5
2024-W11-D4,2024-03-15,2024,11,3,4,1,0,1,7.5,7.261904761904761,42,142.79999999999998,4.8,9.0,9.0,26.0,4.111111111111111,7.5
2024-W11-D5,2024-03-16,2024,11,3,5,1,0,1,7.5,7.3809523809523805,42,142.79999999999998,4.8,8.0,8.0,22.0,3.5,6.666666666666667
2024-W11-D6,2024-03-17,2024,11,3,6,1,0,0,6.666666666666667,7.023809523809524,42,142.79999999999998,4.8,8.0,8.0,22.0,3.5,6.666666666666667
2024-W12-D0,2024-03-18,2024,12,3,0,1,0,0,6.666666666666667,7.142857142857143,42,142.79999999999998,4.8,9.0,9.0,24.0,3.7777777777777777,7.5
2024-W12-D1,2024-03-19,2024,12,3,1,1,0,0,7.5,7.261904761904762,42,142.79999999999998,4.8,10.0,10.0,28.0,4.3,8.333333333333332
2024-W12-D2,2024-03-20,2024,12,3,2,1,0,0,8.333333333333332,7.5,42,142.79999999999998,4.8,8.0,8.0,22.0,4.625,6.666666666666667
2024-W12-D3,2024-03-21,2024,12,3,3,1,0,0,6.666666666666667,7.261904761904762,42,142.79999999999998,4.8,8.0,8.0,22.0,4.75,6.666666666666667
2024-W12-D4,2024-03-22,2024,12,3,4,1,0,1,6.666666666666667,7.142857142857143,42,142.79999999999998,4.8,9.0,9.0,22.0,4.0,7.5
2024-W12-D5,2024-03-23,2024,12,3,5,1,0,1,7.5,7.142857142857143,42,142.79999999999998,4.8,10.0,10.0,24.0,3.8,8.333333333333332
2024-W12-D6,2024-03-24,2024,12,3,6,1,0,0,8.333333333333332,7.380952380952381,42,142.79999999999998,4.8,7.0,7.0,16.0,4.0,5.833333333333333
2024-W13-D0,2024-03-25,2024,13,3,0,1,0,0,5.833333333333333,7.261904761904761,42,142.79999999999998,4.8,7.0,7.0,14.0,4.0,5.833333333333333
2024-W13-D1,2024-03-26,2024,13,3,1,1,0,0,5.833333333333333,7.023809523809524,42,142.79999999999998,4.8,7.0,7.0,13.0,5.0,5.833333333333333
2024-W13-D2,2024-03-27,2024,13,3,2,1,0,0,5.833333333333333,6.666666666666666,42,142.79999999999998,4.8,9.0,9.0,21.0,4.222222222222222,7.5
2024-W13-D3,2024-03-28,2024,13,3,3,1,0,0,7.5,6.785714285714285,42,142.79999999999998,4.8,11.0,11.0,31.0,4.090909090909091,9.166666666666666
2024-W13-D4,2024-03-29,2024,13,3,4,1,0,1,9.166666666666666,7.142857142857143,42,142.79999999999998,4.8,11.0,11.0,34.0,3.8181818181818183,9.166666666666666
2024-W13-D5,2024-03-30,2024,13,3,5,1,0,1,9.166666666666666,7.3809523809523805,42,142.79999999999998,4.8,8.0,8.0,26.0,4.0,6.666666666666667
2024-W13-D6,2024-03-31,2024,13,3,6,1,0,0,6.666666666666667,7.1428571428571415,42,142.79999999999998,4.8,4.0,4.0,16.0,5.25,3.3333333333333335
2024-W14-D0,2024-04-01,2024,14,4,0,1,0,0,3.3333333333333335,6.785714285714286,42,142.79999999999998,4.8,4.0,4.0,10.0,5.0,3.3333333333333335
2024-W14-D1,2024-04-02,2024,14,4,1,1,0,0,3.3333333333333335,6.428571428571429,42,142.79999999999998,4.8,6.0,6.0,15.0,3.5,5.0
2024-W14-D2,2024-04-03,2024,14,4,2,1,0,0,5.0,6.30952380952381,42,142.79999999999998,4.8,8.0,8.0,22.0,3.75,6.666666666666667
2024-W14-D3,2024-04-04,2024,14,4,3,1,0,0,6.666666666666667,6.190476190476191,42,142.79999999999998,4.8,7.0,7.0,24.0,4.571428571428571,5.833333333333333
2024-W14-D4,2024-04-05,2024,14,4,4,1,0,1,5.833333333333333,5.714285714285714,42,142.79999999999998,4.8,7.0,7.0,26.0,3.5714285714285716,5.833333333333333
2024-W14-D5,2024-04-06,2024,14,4,5,1,0,1,5.833333333333333,5.238095238095238,42,142.79999999999998,4.8,10.0,10.0,36.0,3.5,8.333333333333332
2024-W14-D6,2024-04-07,2024,14,4,6,1,0,0,8.333333333333332,5.476190476190475,42,142.79999999999998,4.8,10.0,10.0,29.0,4.3,8.333333333333332
2024-W15-D0,2024-04-08,2024,15,4,0,1,0,0,8.333333333333332,6.19047619047619,42,142.79999999999998,4.8,11.0,11.0,32.0,4.636363636363637,9.166666666666666
2024-W15-D1,2024-04-09,2024,15,4,1,1,0,0,9.166666666666666,7.023809523809524,42,142.79999999999998,4.8,14.0,14.0,38.0,4.571428571428571,11.666666666666666
2024-W15-D2,2024-04-10,2024,15,4,2,1,0,0,11.666666666666666,7.976190476190475,42,142.79999999999998,4.8,14.0,14.0,36.0,4.714285714285714,11.666666666666666
2024-W15-D3,2024-04-11,2024,15,4,3,1,0,0,11.666666666666666,8.69047619047619,42,142.79999999999998,4.8,12.0,12.0,32.0,4.25,10.0
2024-W15-D4,2024-04-12,2024,15,4,4,1,0,1,10.0,9.285714285714286,42,142.79999999999998,4.8,15.0,15.0,41.0,4.066666666666666,12.5
2024-W15-D5,2024-04-13,2024,15,4,5,1,0,1,12.5,10.238095238095235,42,142.79999999999998,4.8,16.0,16.0,41.0,4.3125,13.333333333333334
2024-W15-D6,2024-04-14,2024,15,4,6,1,0,0,13.333333333333334,10.952380952380953,42,142.79999999999998,4.8,15.0,15.0,38.0,4.266666666666667,12.5
2024-W16-D0,2024-04-15,2024,16,4,0,1,0,0,12.5,11.54761904761905,42,142.79999999999998,4.8,11.0,11.0,33.0,4.636363636363637,9.166666666666666
2024-W16-D1,2024-04-16,2024,16,4,1,1,0,0,9.166666666666666,11.547619047619047,42,142.79999999999998,4.8,10.0,10.0,32.0,5.2,8.333333333333332
2024-W16-D2,2024-04-17,2024,16,4,2,1,0,0,8.333333333333332,11.071428571428571,42,142.79999999999998,4.8,13.0,13.0,40.0,5.0,10.833333333333334
2024-W16-D3,2024-04-18,2024,16,4,3,1,0,0,10.833333333333334,10.952380952380953,42,142.79999999999998,4.8,13.0,13.0,39.0,4.6923076923076925,10.833333333333334
2024-W16-D4,2024-04-19,2024,16,4,4,1,0,1,10.833333333333334,11.071428571428571,42,142.79999999999998,4.8,10.0,10.0,27.0,4.2,8.333333333333332
2024-W16-D5,2024-04-20,2024,16,4,5,1,0,1,8.333333333333332,10.476190476190478,42,142.79999999999998,4.8,11.0,11.0,24.0,3.909090909090909,9.166666666666666
2024-W16-D6,2024-04-21,2024,16,4,6,1,0,0,9.166666666666666,9.88095238095238,42,142.79999999999998,4.8,11.0,11.0,26.0,4.2727272727272725,9.166666666666666
2024-W17-D0,2024-04-22,2024,17,4,0,1,1,0,9.166666666666666,9.404761904761903,42,142.79999999999998,4.8,8.0,8.0,19.0,4.875,6.666666666666667
2024-W17-D1,2024-04-23,2024,17,4,1,1,1,0,6.666666666666667,9.047619047619047,42,142.79999999999998,4.8,7.0,7.0,24.0,5.857142857142857,5.833333333333333
2024-W17-D2,2024-04-24,2024,17,4,2,1,1,0,5.833333333333333,8.690476190476192,42,142.79999999999998,4.8,9.0,9.0,30.0,6.888888888888889,7.5
2024-W17-D3,2024-04-25,2024,17,4,3,1,1,0,7.5,8.214285714285714,42,142.79999999999998,4.8,15.0,15.0,51.0,6.8,12.5
2024-W17-D4,2024-04-26,2024,17,4,4,1,1,1,12.5,8.452380952380953,42,142.79999999999998,4.8,21.0,21.0,66.0,6.761904761904762,17.5
2024-W17-D5,2024-04-27,2024,17,4,5,1,1,1,17.5,9.761904761904765,42,142.79999999999998,4.8,25.0,25.0,76.0,6.6,20.833333333333336
2024-W17-D6,2024-04-28,2024,17,4,6,1,1,0,20.833333333333336,11.428571428571429,42,142.79999999999998,4.8,27.0,27.0,74.0,7.37037037037037,22.5
2024-W18-D0,2024-04-29,2024,18,4,0,1,1,0,22.5,13.333333333333334,42,142.79999999999998,4.8,25.0,25.0,69.0,7.8,20.833333333333336
2024-W18-D1,2024-04-30,2024,18,4,1,1,1,0,20.833333333333336,15.357142857142858,42,142.79999999999998,4.8,26.0,26.0,77.0,8.23076923076923,21.666666666666668
2024-W18-D2,2024-05-01,2024,18,5,2,1,1,0,21.666666666666668,17.61904761904762,42,142.79999999999998,4.8,27.0,27.0,81.0,8.481481481481481,22.5
2024-W18-D3,2024-05-02,2024,18,5,3,1,1,0,22.5,19.761904761904763,42,142.79999999999998,4.8,28.0,28.0,83.0,8.607142857142858,23.333333333333332
